NORMALIZED_LAT,NORMALIZED_LONG,Tester, Location_ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round 7 Coverage,Latitude, Longitude, Device ID, Client Type, ePktMin, ePktMax, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:25:58, AT&T, , NA,In,38.693138,-120.903067, WBBDTest2, Netbook,126,216,156,0,51,118,75,0,15.017,0,1,16.086,0,1,14.161,0,1,11.792,0,1,11.854,0,1,10.943,0,1,15.811,0,5,11.501,0,5,1293,7266,1285,7471,1291,8001,1296,7175
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:12:25, AT&T, AT&T, UMTS,In,38.6930104,-120.9031743,359691000000000, Phone,126.385,191.362,151.759,0,54.937,131.695,87.059,0,8.918,0,1,10.049,0,1,12.172,0,1,15.863,0,1,17.076,0,1,16.086,0,1,12.25,0,5,24.16,0,5,1196,8685,1199,6888,1208,5278,1200,5938
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:21:32, Sprint, , NA,In,38.693148,-120.903062, WBBDTest2, Netbook,239,683,311,0,70,116,91,0,16.282,0,1,18.857,0,1,18.781,0,1,18.733,0,1,21.566,0,1,19.484,0,1,20.83,0,5,17.737,0,5,1019,1063,977,1110,1059,902,966,798
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:12:52, sprint, Sprint, EVDO,In,38.69326293,-120.9027976, A100001BAA3D70, Phone,246.002,298.95,265.606,0,78.369,213.196,110.449,0,26.016,0,1,26.128,0,1,22.719,0,1,24.206,0,1,26.162,0,1,27.289,0,1,20.109,0,5,21.188,0.4,5,822,518,548,407.3,551.3,374.1,825,434.7
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:17:57, T-Mobile, , NA,In,38.693133,-120.903055, WBBDTest2, Netbook,111,1274,384,0,42,1638,330,0,11.856,0,1,7.862,0,1,8.97,0,1,17.047,2,1,14.403,0,1,14.046,0,1,16.84,0,5,16.57,0,5,3740,8463,3713,5730,2953,8683,3170,6651
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:12:47, T-Mobile, T-Mobile, HSPA,In,38.6931418,-120.9031001,359605000000000, Phone,113.312,1360.229,459.02,0,38.086,1373.108,360.623,0,18.45,0,1,10.637,0,1,7.766,0,1,15.673,0,1,12.403,0,1,13.419,0,1,14.339,0.8,5,19.85,0.8,5,2428,15157,2845,12712,1633,15659,2291,14921
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:14:43, Verizon, , NA,In,38.693155,-120.90304, WBBDTest2, Netbook,104,154,121,0,41,94,54,0,12.274,0,1,13.281,0,1,12.694,0,1,18.346,0,1,14.179,0,1,18.241,0,1,11.313,0,5,16.565,0,5,15995,17788,8568,5685,15012,20899,11438,10218
38.693367,-120.903,Tester 2,1103,Tribal, 04/19/2013, 09:18:20, Verizon, Verizon, LTE,In,38.6931418,-120.9031001,99000000000000, Phone,109.171,176.045,132.034,0,35.991,111.288,66.144,0,18.133,0,1,27.195,0,1,26.338,12,1,18.749,0,1,25.1,2,1,27.995,12,1,12.142,0,5,16.139,0,5,12197,16912,9958,11263,9650,17988,8857,7411
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:43:01, AT&T, , NA,In,41.959932,-124.203302, WBBDTest2, Netbook,164,1131,378,0,89,791,275,0,24.221,0,1,2.545,0,1,4.696,0,1,12.56,0,1,6.221,0,1,40.563,0,1,17.148,0,5,32.557,0,5,1208,5765,1427,5544,1287,5865,1474,5094
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:28:25, AT&T, AT&T, HSPAP,In,41.95995946,-124.2034106,359691000000000, Phone,165.573,1628.354,542.237,0,110.697,1193.835,393.215,0,22.08,0,1,22.035,0,1,11.422,0,1,15.893,0,1,11.922,0,1,14.933,0,1,8.78,0,5,14.193,0,5,1056,4773,1117,3645,1033,6643,1220,4468
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:37:53, Sprint, , NA,In,41.959932,-124.203303, WBBDTest2, Netbook,164,208,180,0,122,205,143,0,11.96,0,1,10.118,0,1,15.798,0,1,13.956,0,1,20.615,0,1,14.249,0,1,14.901,0,5,19.307,0,5,812,494.2,839,377.1,947.7,334,900,321.3
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:28:52, sprint, Sprint, EVDO,In,41.95981801,-124.2032397, A100001BAA3D70, Phone,170.745,353.149,224.328,0,129.15,623.565,218.993,0,18.506,0,1,16.989,0,1,17.972,0,1,19.057,0,1,16.471,0,1,14.327,0,1,16.183,0.8,5,13.434,0,5,882,305.5,815,268.1,879,268.5,760,179
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:33:39, T-Mobile, , NA,Out,41.959932,-124.203303, WBBDTest2, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:28:47, T-Mobile, T-Mobile, EDGE,Out,41.95981801,-124.203303,359605000000000, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:28:00, Verizon, , NA,In,41.959927,-124.203302, WBBDTest2, Netbook,167,250,196,0,125,176,149,0,18.34,0,1,10.052,0,1,8.653,0,1,12.752,0,1,13.828,0,1,16.017,0,1,9.802,0,5,13.719,0,5,1014,531.2,736,419.3,984,1010,976,701
41.95999075,-124.2035,Tester 2,1104,Tribal, 04/10/2013, 10:38:22, Verizon, Verizon, 1xRTT,In,41.95981801,-124.203303,99000000000000, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:53:07, AT&T, , NA,In,41.957033,-124.206328, WBBDTest2, Netbook,165,1550,449,0,105,1277,327,0,17.001,0,1,9.587,0,1,15.676,0,1,22.196,0,1,37.597,0,1,30.142,0,1,17.124,0,5,11.755,0,5,1284,6665,1228,6226,1060,6394,1306,5371
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:34:28, AT&T, AT&T, EDGE,In,41.95703018,-124.2063263,359691000000000, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:47:16, Sprint, , NA,In,41.957028,-124.206328, WBBDTest2, Netbook,165,237,201,0,123,188,146,0,20.488,0,1,13.467,0,1,7.386,0,1,23.273,0,1,13.922,0,1,14.925,0,1,17.115,0,5,19.616,0,5,962,308.4,988,273.8,995,208,956.1,234.9
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:34:34, sprint, Sprint, EVDO,In,41.95699096,-124.2062974, A100001BAA3D70, Phone,365.052,432.251,387.207,0,124.512,174.957,153.066,0,23.742,0,1,17.217,0,1,19.32,0,1,16.575,0,1,22.868,0,1,17.602,2,1,24.63,0,5,25.892,0,5,739,381.4,884,426.7,930,325,738,372.3
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:45:08, T-Mobile, , NA,Out,41.957033,-124.206322, WBBDTest2, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:34:00, T-Mobile, T-Mobile, EDGE,Out,41.95704325,-124.2063159,359605000000000, Phone,279.908,3397.706,1063.98,0, NA, NA, NA,100,98.343,0,1,103.7,0,1,114.084,2,1,218.091,2,1,106.487,0,1,238.073,0,1, NA, NA,5, NA, NA,5,0,0,0,0,65.2,0,0,0
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:34:55, Verizon, , NA,In,41.957032,-124.206328, WBBDTest2, Netbook,162,238,189,0,107,300,185,0,19.43,0,1,8.822,0,1,10.467,0,1,13.424,0,1,15.168,0,1,12.105,0,1,11.332,0,5,9.95,0,5,799,305.5,730.7,170.1,706,237.2,792,196.3
41.95703725,-124.2063,Tester 2,1105,Tribal, 04/10/2013, 09:46:01, Verizon, Verizon, EHRPD,In,41.957037,-124.206293,99000000000000, Phone,161.819,216.712,176.539,0,116.08,157.556,131.719,0,19.746,0,1,18.347,0,1,20.857,0,1,27.624,0,1,14.433,0,1,20.939,0,1,7.97,0,5,11.892,0,5,80.5,234.4,961,216.6,223.9,713,347.4,1365
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:12:00, AT&T, , NA,In,33.762267,-116.893335, WBBDTest10, Netbook,140,345,176,0,73,226,114,0,10.271,0,1,8.708,0,1,13.384,0,1,17.432,0,1,14.823,0,1,14.298,0,1,13.212,0,5,18.616,0,5,1039,1783,902,2100,1094,2806,983,2660
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:03:28, AT&T, AT&T, HSPA,In,33.762315,-116.893365,359691000000000, Phone,162.155,423.257,246.943,0,68.457,407.813,175.055,0,13.25,0,1,22.756,0,1,11.209,0,1,16.202,0,1,61.776,0,1,18.031,0,1,26.817,0,5,19.879,1.6,5,715,3468,507,959,550,2399,796,1950
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:26:19, Sprint, , NA,In,33.762272,-116.893332, WBBDTest10, Netbook,425,1589,785,0,365,886,556,0,12.733,0,1,16.536,0,1,12.245,0,1,16.113,0,1,21.304,0,1,25.768,0,1,14.896,0,5,22.813,0,5,530.1,391,649.3,398,727,281.6,662.4,326.6
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:08:42, sprint, Sprint, EVDO,In,33.779542,-116.916155, A100001BAA3FA3, Phone,500.855,1047.15,663.558,0,429.168,1791.992,747.695,0,19.614,0,1,15.809,0,1,17.03,0,1,19.259,0,1,19.015,0,1,16.381,0,1,15.394,0,5,20.252,2,5,419.2,192.2,317.1,272.6,414.3,332.7,335.8,182.4
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:15:16, T-Mobile, , NA,In,33.762267,-116.893335, WBBDTest10, Netbook,151,1341,382,0,89,2912,709,20,13.496,0,1,8.444,0,1,6.822,0,1,9.154,0,1,12.991,0,1,9.54,0,1,9.072,0,5,6.406,0,5,0,0,0,0,455,75,0,0
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:08:59, T-Mobile, T-Mobile, HSPA,In,33.77960086,-116.9160962,359605000000000, Phone,133.514,1667.358,484.673,0,58.746,1628.448,455.069,0,15.385,0,1,31.153,2,1,26.675,0,1,16.38,0,1,13.133,0,1,24.016,0,1,13.057,0,5,13.141,0,5,866,11936,985,10195,681,6833,292.2,4771
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:08:22, Verizon, , NA,In,33.762273,-116.893338, WBBDTest10, Netbook,109,172,140,0,45,129,65,0,18.692,0,1,22.009,0,1,17.099,0,1,16.164,0,1,14.833,0,1,15.211,0,1,12.152,0,5,14.822,0,5,16235,14832,11929,12360,15133,21141,9110,9957
33.76533325,-116.8936,Tester 10,1106,Tribal, 04/22/2013, 16:12:15, Verizon, , UNKNOWN,In,33.762302,-116.893399,99000000000000, Phone,111.337,154.085,124.346,0,46.402,62.017,52.894,0,19.989,0,1,7.505,0,1,14.348,0,1,10.551,0,1,12.524,0,1,11.511,0,1,11.711,0,5,12.867,0,5,10317,19333,9429,14683,9593,21915,8482,13614
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:28:08, AT&T, , NA,In,33.779539,-116.918023, WBBDTest10, Netbook,146,308,222,0,73,120,86,0,20.774,0,1,22.277,0,1,12.759,0,1,15.065,0,1,19.129,0,1,22.557,0,1,13.889,0,5,19.119,0,5,242.2,625.5,235.2,418.7,287.8,394.1,282.7,538
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:23:36, AT&T, AT&T, HSPA,In,33.779539,-116.916147,359691000000000, Phone,151.747,808.606,320.805,0,89.363,410.133,227.138,0,45.234,0,1,57.416,0,1,14.322,0,1,17.601,0,1,16.183,0,1,13.227,0,1,12.407,0,5,17.1,0,5,371.9,1394,315.7,1431,407.2,1102,473,531
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:40:26, Sprint, , NA,In,33.779533,-116.916128, WBBDTest10, Netbook,691,1302,886,10,541,1270,826,40,15.163,0,1, NA, NA,1,18.66,0,1,20.381,0,1,21.824,0,1,13.819,0,1,15.94,0,5,16.111,0,5,757,132.2,789,162.7,802,246.9,635,125.7
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:25:06, sprint, Sprint, EVDO,In,33.723666,-116.957965, A100001BAA3FA3, Phone,601.959,1834.564,947.564,0,350.402,972.748,519.127,10,20.336,0,1,15.134,0,1,16.438,0,1,21.14,0,1,22.324,0,1,18.415,0,1,19.911,0,5,18.778,0,5,476.6,229.4,449.8,264.3,468,401.7,468.3,252.4
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:33:17, T-Mobile, , NA,In,33.779539,-116.918023, WBBDTest10, Netbook,166,1524,412,0,83,1505,397,0,17.023,0,1,4.892,0,1,7.562,0,1,11.195,0,1,12.076,0,1,9.412,2,1,8.074,0,5,12.595,0,5,630,162.7,540,109.6,550,78.2,608,89.2
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:24:59, T-Mobile, T-Mobile, HSPA,In,33.72375727,-116.9580245,359605000000000, Phone,156.952,1486.267,490.71,0,114.715,1571.503,424.038,0,16.644,0,1,7.011,2,1,6.178,0,1,11.621,0,1,11.847,2,1,12.049,0,1,11.372,0,5,12.223,0,5,491,108.7,543,107.6,319.4,104.3,297.3,119
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:24:46, Verizon, , NA,In,33.779542,-116.916128, WBBDTest10, Netbook,116,169,133,0,34,69,51,0,9.969,0,1,8.742,0,1,8.09,0,1,11.728,0,1,12.598,0,1,10.563,0,1,7.401,0,5,11.252,0,5,15607,15420,10948,9273,16634,14816,11652,8968
33.7799635,-116.9156,Tester 10,1107,Tribal, 04/22/2013, 15:28:59, Verizon, , UNKNOWN,In,33.77842,-116.918023,99000000000000, Phone,144.656,205.035,170.536,0,47.277,63.966,54.486,0,17.897,0,1,19.653,0,1,10.239,0,1,15.157,0,1,21.328,0,1,19.805,0,1,10.761,0,5,17.132,0,5,836,7643,1257,5756,1274,5381,1006,5978
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 10:53:15, AT&T, , NA,Out,38.654895,-123.338, WBBDTest4, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 10:49:40, AT&T, AT&T, EDGE,Out,38.654919,-123.337993,359691000000000, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 10:55:35, Sprint, , NA,Out,38.654883,-123.338088, WBBDTest4, Netbook,464,533,495,0,658,1337,989,70,243.102,0,1,243.772,0,1,239.075,0,1,248.154,0,1,241.087,0,1,245.761,0,1,68.473,0,5,14.705,0,5,0,0,282.2,111.9,283.7,90.8,0,0
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 10:48:58, sprint, Sprint, 1xRTT,Out,38.65474105,-123.3381736, A100001BAA3FB8, Phone,553.436,576.752,563.488,0, NA, NA, NA,100, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1,77.916,7.8,1, NA, NA,5, NA, NA,5,229.6,59,128,47.2,0,0,0,0
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 10:51:12, T-Mobile, , NA,Out,38.654873,-123.338085, WBBDTest4, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 10:48:38, T-Mobile, T-Mobile, HSPA,Out,38.65478,-123.338081,359605000000000, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 11:10:15, Verizon, , NA,In,38.654857,-123.338075, WBBDTest4, Netbook,119,167,135,0,45,75,54,0,6.498,0,1,8.053,0,1,8.904,0,1,18.403,0,1,16.949,0,1,15.313,0,1,10,0,5,12.787,0,5,4216,21684,4883,11129,3065,22671,4570,10332
38.65496225,-123.3381,Tester 4,1108,Tribal, 04/09/2013, 10:48:39, Verizon, Verizon, LTE,In,38.65478,-123.338081,99000000000000, Phone,113.125,136.249,120.167,0,44.573,54.127,50.304,0,7.475,0,1,6.998,0,1,10.757,0,1,15.945,0,1,14.699,0,1,19.224,0,1,9.601,0,5,35.843,0,5,5962,18522,2768,8754,1800,15668,2012,8463
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 15:13:10, AT&T, , NA,In,39.004035,-122.660332, WBBDTest11, Netbook,140,200,155,0,70,372,150,0,7.986,3.9,1,16.117,0,1,10.591,0,1,7.723,0,1,8.259,0,1,19.513,0,1,8.459,0,5,15.53,0.4,5,992,3005,1178,2985,1161,2774,782.2,2420
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 14:53:16, AT&T, AT&T, HSPA,In,39.00407371,-122.6603143,359691000000000, Phone,146.712,594.445,241.205,0,79.506,256.676,139.469,0,14.894,0,1,12.885,0,1,9.967,0,1,6.859,0,1,2.761,0,1,6.397,0,1,16.168,0,5,11.238,0,5,1037,2263,1174,1660,1083,2039,1152,2536
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 15:00:36, Sprint, , NA,Out,39.004017,-122.660328, WBBDTest11, Netbook,489,776,561,10,421,2370,763,20,31.21,0,1,18.014,0,1,9.841,0,1,24.115,0,1,17.326,0,1,34.59,0,1,37.504,0,5,17.915,0,5,114.7,103.9,248.9,115.6,183.6,91.8,288,114.4
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 14:53:27, sprint, Sprint, 1xRTT,Out,38.910297,-122.610839, A100001BAA3FC9, Phone,530.945,814.911,567.681,0,490.112,604.645,540.286,0,14.872,0,1,15.941,0,1,16.5,0,1,17.963,0,1,21.473,0,1,19.93,0,1,19.536,0,5,22.181,0,5,218.5,98.2,227.8,114.7,206.8,114.7,207.6,99.7
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 14:52:43, T-Mobile, , NA,Out,39.004022,-122.66033, WBBDTest11, Netbook,253,792,466,10,282,543,370,0,38.93,5.9,1,30.978,0,1,42.587,0,1,46.682,0,1,82.591,2,1,44.511,0,1,27.545,0,5,30.52,0,5,124.8,0,0,0,0,0,0,0
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 15:01:35, T-Mobile, T-Mobile, EDGE,Out,39.00405676,-122.6603213,359605000000000, Phone,308.532,844.91,488.705,0,233.978,907.105,452.655,20,37.653,0,1,25.811,0,1,27.195,0,1,17.167,0,1,25.844,2,1,21.062,0,1,33.419,0,5,13.407,1.2,5,76.8,0,0,0,80.2,0,152,0
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 15:10:04, Verizon, , NA,In,39.00403,-122.660315, WBBDTest11, Netbook,117,199,137,0,50,120,60,0,6.895,2,1,8.468,0,1,8.863,0,1,10.931,0,1,11.255,0,1,10.793,0,1,11.019,0,5,14.098,0,5,4873,21354,4935,12234,5047,21822,4952,11908
39.005793,-122.6617,Tester 1,1109,Tribal, 04/08/2013, 14:53:04, Verizon, Verizon, EHRPD,In,39.004056,-122.660326,99000000000000, Phone,146.546,225.56,165.607,0,75.342,196.631,106.089,0,12.969,0,1,12.42,0,1,13.731,0,1,8.127,0,1,17.986,0,1,18.408,0,1,17.152,0,5,17.178,0,5,1045.8,1138,1040,1120,0,0,1037,951
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:07:53, AT&T, , NA,In,40.438288,-120.642847, WBBDTest3, Netbook,144,191,162,0,74,159,101,0,22.751,3.9,1,18.401,0,1,20.203,0,1,18.469,0,1,20.293,0,1,17.991,0,1,17.525,0,5,14.21,0,5,1167,3114,1162,2951,745,2064,871,2031
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:08:26, AT&T, AT&T, UMTS,In,40.43828551,-120.6428146,359691000000000, Phone,141.584,247.917,192.162,0,70.777,135.816,95.559,0,14.842,0,1,20.35,0,1,13.146,0,1,17.548,0,1,11.855,0,1,10.984,0,1,14.53,0,5,18.749,0,5,426,558,489,1640,613,1083,701,1887
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:22:49, Sprint, , NA,In,40.438307,-120.642842, WBBDTest3, Netbook,165,376,256,0,114,642,280,0,10.006,0,1,13.364,0,1, NA, NA,1,15.162,0,1,12.097,0,1, NA, NA,1,12.325,0,5,19.95,0,5,980,440.1,994,343.2,1009,366.4,943,322.9
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:08:41, sprint, , 1xRTT,In,40.43829203,-120.6428593, A100001BAA3D36, Phone,227.356,480.042,366.702,0,182.038,411.591,283.438,0,17.98,0,1,15.255,0,1,19.657,0,1,20.935,0,1,17.625,0,1,21.327,0,1,19.68,0,5,22.182,0,5,659,246.4,681,379.7,634.6,413.1,632,246.6
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:18:01, T-Mobile, , NA,Out,40.4383,-120.642852, WBBDTest3, Netbook,234,347,284,0,195,689,372,0,10.023,0,1,9.043,0,1,11.254,0,1,15.02,0,1,16.412,0,1,12.044,0,1,10.025,0,5,29.211,0.8,5,233.1,0,209.8,0,224.9,150.4,259.2,0
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:10:00, T-Mobile, , UNKNOWN,Out,40.43828957,-120.6428877,359605000000000, Phone,264.679,945.068,487.374,0,182.557,682.586,352.459,0,15.511,0,1,15.157,0,1,11.247,0,1,16.343,2,1,19.553,0,1,20.189,0,1,13.638,0,5,15.501,0.4,5,193.8,92,156.6,70.2,173.9,108,173.3,0
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:12:38, Verizon, , NA,In,40.438292,-120.64285, WBBDTest3, Netbook,153,229,175,0,86,578,146,0,23.77,0,1,20.995,0,1,10.35,0,1,113.819,0,1,29.582,0,1,19.031,0,1,11.337,0,5,17.452,0,5,201.4,901,393.1,156.2,299,668,180.9,257.6
40.4383385,-120.631,Tester 3,1110,Tribal, 04/25/2013, 14:08:19, Verizon, Verizon, EHRPD,In,40.438294,-120.642897,99000000000000, Phone,138.649,193.61,157.523,0,86.639,121.695,104.106,0,16.325,0,1,13.34,0,1,12.904,0,1,13.816,0,1,16.281,0,1,20.048,0,1,12.412,0,5,20.372,0,5,609,706,667,517.5,317.5,407.4,320.7,437
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 15:55:42, AT&T, , NA,In,45.139298,-120.133968, WBBDTest3, Netbook,146,248,178,0,76,117,92,0,12.366,0,1,9.516,0,1,15.616,0,1,14.624,0,1,13.521,0,1,12.378,0,1,10.694,0,5,14.543,0,5,1281,3628,1227,3455,1279,3204,1265,2305
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 15:48:01, AT&T, AT&T, HSPA,In,40.1393297,-120.1373416,359691000000000, Phone,168.961,211.476,192.501,0,81.031,137.891,106.149,0,20.494,0,1,17.486,0,1,17.386,0,1,42.072,0,1,39.876,0,1,42.421,0,1,7.494,0,5,18.119,0,5,1160,921,1165,2456,1195,3150,1199,3339
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 15:47:16, Sprint, , NA,Out,40.13931,-120.137313, WBBDTest3, Netbook,459,662,499,0,444,626,497,0,10.448,0,1,12.497,0,1,8.899,0,1,13.448,0,1,14.342,0,1,14.794,0,1,9.692,0,5,13.555,0,5,304.1,79.7,244.9,69.9,244.8,107.8,224.1,111.3
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 15:52:45, sprint, Sprint, EVDO,Out,40.13932228,-120.1373595, A100001BAA3D36, Phone,424.682,1850.22,962.771,0,544.312,578.644,560.94,0,6.264,0,1,7.924,0,1,5.457,0,1,10.935,0,1,13.335,0,1,14.246,0,1,10.363,0,5,13.47,0,5,195.3,131.1,182.4,84.7,215.5,101.9,178.8,118.4
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 15:59:10, T-Mobile, , NA,Out,40.139297,-120.137308, WBBDTest3, Netbook,409,939,555,0,219,813,474,0,939.823,0,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5,0,0,0,0,0,0,0,0
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 15:47:50, T-Mobile, T-Mobile, EDGE,Out,40.13935475,-120.1373506,359605000000000, Phone,291.962,1309.296,637.054,0,505.737,3323.517,1341.58,0,868.329,0,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5,88.5,0,87.2,0,75.4,0,82.3,0
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 16:12:34, Verizon, , NA,In,40.139297,-120.137308, WBBDTest3, Netbook,151,244,184,0,112,319,173,0,18.672,0,1,11.653,0,1,12.454,0,1,14.702,0,1,16.515,0,1,13.171,0,1,12.207,0,5,14.803,0,5,753,716,970,703,1001,341.7,937,393.2
40.1415015,-120.1407,Tester 3,1111,Tribal, 04/22/2013, 15:48:12, Verizon, Verizon, EHRPD,In,40.139345,-120.137303,99000000000000, Phone,147.701,252.724,184.484,0,102.836,2404.237,594.753,0,11.744,0,1,14.242,0,1,11.88,0,1,21.051,0,1,25.161,0,1,18.811,0,1,14.262,0,5,18.371,0,5,466,250.5,645,635,956,110.9,136.5,106.7
