NORMALIZED_LAT,NORMALIZED_LONG,Tester, Location_ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round6_Coverage, Latitude, Longitude, Device ID, Client Type, ePktMin, ePktMax, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
39.18101283,-122.913,Tester 1,1124,Tribal, 09/27/2012, 11:15:21,T-Mobile, , NA,Out,39.18098,-122.912958, WBBDTest11, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.18101283,-122.913,Tester 1,1124,Tribal, 09/27/2012, 11:18:01,T-Mobile, T-Mobile, EDGE,Out,39.18098,-122.912958,359605043237836, Phone, NA, NA, NA,100,355.377,1108.582,568.856,0, NA, NA,1,428.487,0,1,170.772,0,1,123.795,0,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.18101283,-122.913,Tester 1,1124,Tribal, 09/27/2012, 11:17:56,Verizon, , NA,In,39.180968,-122.912937, WBBDTest11, Netbook,160,300,225,0,106,970,450,0,79.352,7.8,1,25.8,0,1,31.642,0,1,48.878,3.9,1,26.698,0,1,32.946,5.9,1,28.794,1.2,5,32.919,4.8,5,430.6,947,459.9,723.5,504.1,929,279.3,747
39.18101283,-122.913,Tester 1,1124,Tribal, 09/27/2012, 11:25:24,Verizon, Verizon, EHRPD,In,39.18098,-122.912958,99000024385562, Phone,165.153,392.199,246.45,0,90.641,185.999,139.682,0,33.316,0,1,30.307,0,1,28.06,2,1,24.445,2,1,33.22,0,1,22.813,3.9,1,33.442,3.6,5,26.731,4,5,398.7,464.7,459.3,396.4,351.7,499,409.2,510.9
32.86188375,-116.7006,Tester 10,1125,Tribal, 10/05/2012, 13:22:13,AT&T, , NA,In,32.860262,-116.697927, WBBDTest10, Netbook,137,226,163,0,60,117,81,0,14.595,2,1,13.212,0,1,19.53,0,1,13.86,0,1,9.036,3.9,1,7.727,0,1,12.321,0.4,5,14.434,0.8,5,701.7,2149,474.3,2227,720,1865,860,1800
32.86188375,-116.7006,Tester 8,1125,Tribal, 10/08/2012, 11:25:30,AT&T, AT&T, HSPA,In,33.813654,-116.309537,359691045708495, Phone,209.522,4185.93,1581.663,0,90.066,1236.746,326.116,0,22.438,0,1,10.073,0,1,11.401,2,1,15.893,0,1,16.009,0,1,11.666,0,1,16.355,0,5,23.326,0.4,5,71.8,698.8, timeout, timeout,901,758,1011,599
32.86188375,-116.7006,Tester 10,1125,Tribal, 10/05/2012, 14:00:39,Sprint, , NA,In,32.860282,-116.697918, WBBDTest10, Netbook,137,2470,387,0,86,243,120,0,17.523,0,1,12.522,0,1,10.324,0,1,12.365,0,1,18.378,0,1,19.181,0,1,24.319,0,5,17.502,0,5,678.4,692.1,542.8,735, timeout, timeout,746,664
32.86188375,-116.7006,Tester 10,1125,Tribal, 10/05/2012, 13:18:40,Sprint, Sprint, EVDO,In,32.86022544,-116.697979, A100001BAA3FA3, Phone,557.953,617.951,582.715,0,370.423,452.026,393.603,0,16.775,2,1,15.94,0,1,17.697,0,1,28.691,0,1,16.379,0,1,16.061,0,1,9.998,0,5,31.001,0.4,5,200.5,150.5,219.3,121.7,197.9,136.7,224.1,105
32.86188375,-116.7006,Tester 10,1125,Tribal, 10/05/2012, 13:50:21,T-Mobile, , NA,In,32.860295,-116.69791, WBBDTest10, Netbook,268,1174,422,0,182,2622,501,0,34.356,0,1,37.917,0,1,46.048,0,1,38.583,0,1,41.148,0,1,57.482,2,1,40.896,0,5,16.003,0,5,112.5,0, timeout, timeout,136.7,0, connect_error2, connect_error2
32.86188375,-116.7006,Tester 10,1125,Tribal, 10/05/2012, 13:19:00,T-Mobile, , UNKNOWN,In,32.860295,-116.69791,359605043207540, Phone, NA, NA, NA,100,91.278,1299.56,376.174,0,122.316,0,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5,22.643,0,5, timeout, timeout, timeout, timeout, timeout, timeout, connect_error2, connect_error2
32.86188375,-116.7006,Tester 10,1125,Tribal, 10/05/2012, 13:28:27,Verizon, , NA,In,32.860265,-116.697923, WBBDTest10, Netbook,139,362,196,0,70,157,95,0,13.347,0,1,18.121,0,1,14.242,0,1,14.007,0,1,16.143,0,1,14.397,0,1,13.219,0,5,17.146,0,5,529.9,1018,341.9,586,333.9,693,529.8,640
32.86188375,-116.7006,Tester 10,1125,Tribal, 10/05/2012, 13:19:19,Verizon, Verizon, LTE,In,32.860295,-116.69791,99000024389654, Phone,145.995,259.628,177.77,0,106.494,291.312,147.253,0,16.868,0,1,16.783,0,1,14.915,0,1,20.93,0,1,16.614,0,1,15.35,0,1,12.261,0,5,17.346,0,5,668,477.2,727,439.6,44.2,407.3,75,345.9
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 10:15:18,AT&T, , NA,In,38.79727,-119.75021, WBBDTest3, Netbook, NA, NA, NA,100,1013,1033,1023,80,91.437,0,1,106.461,2,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 09:59:33,AT&T, AT&T, EDGE,In,38.79726828,-119.7502181,359691045810705, Phone, NA, NA, NA,100, NA, NA, NA, NA, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, connect_error1, connect_error1
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 10:06:05,Sprint, , NA,Out,38.797255,-119.750215, WBBDTest3, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 10:01:47,Sprint, Sprint, EVDO,Out,38.797255,-119.750215, A100001BAA3D36, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 10:04:03,T-Mobile, , NA,Out,38.797257,-119.75022, WBBDTest3, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 09:59:15,T-Mobile, T-Mobile, GPRS,Out,38.797255,-119.750215,359605043208266, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 09:57:54,Verizon, , NA,Out,38.797292,-119.750218, WBBDTest3, Netbook,211,273,240,0,91,143,112,0,12.251,0,1,15.99,0,1,16.19,0,1,15.734,0,1,12.418,0,1,20.672,0,1,22.859,0.4,5,18.617,0,5,249.4,658,321.1,743,351.4,733,375.9,1058
38.79787,-119.7968,Tester 3,1126,Tribal, 10/08/2012, 10:03:48,Verizon, Verizon, EHRPD,Out,38.797255,-119.750215,99000024385563, Phone,222.403,325.97,271.051,0,99.039,124.017,109.632,0,14.905,0,1,16.481,0,1,16.375,0,1,18.932,0,1,15.946,0,1,15.699,0,1,12.64,0,5,35.199,0,5,470.3,1011,600,1080,607,1240,596,1257
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 07:57:08,AT&T, , NA,In,41.51226,-120.48103, WBBDTest3, Netbook,145,193,157,0,65,121,83,0,12.75,0,1,11.34,0,1,13.885,0,1,10.775,0,1,18.315,0,1,10.477,3.9,1,11.854,0,5,11.329,0,5,1251,1675,1220,1886,1256,1905,1255,1934
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 07:51:26,AT&T, AT&T, UMTS,In,41.51210839,-120.4811084,359691045810705, Phone,147.2,201.252,175.464,0,70.502,135.357,100.265,0,10.144,0,1,9.613,0,1,9.397,0,1,11.696,0,1,11.879,0,1,10.184,0,1,11.274,0,5,5.24,0,5,1102,1846,1175,1861,1172,1999,1137,2028
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 08:03:59,Sprint, , NA,Out,41.51228607,-120.4810309, WBBDTest3, Netbook,470,498,482,0,484,534,496,0,13.288,0,1,10.089,0,1,9.112,0,1,9.563,0,1,10.984,0,1,23.389,0,1,21.849,0,5,10.405,0.4,5,243.2,113.2,244.5,103.2,244.2,114.7,298.5,94
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 07:54:37,Sprint, , 1xRTT,Out,41.51228607,-120.4810309, A100001BAA3D36, Phone,465.699,731.72,556.787,0,449.188,1718.17,924.539,0,22.443,2,1,18.564,0,1,54.332,0,1,19.823,0,1,16.153,0,1,20.411,0,1,16.001,0,5,77.821,0,5,204.4,120.5,201,114.1,220.5,100.6,139.8,100.2
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 08:01:01,T-Mobile, , NA,Out,41.51228607,-120.4810309, WBBDTest3, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 07:52:33,T-Mobile, , UNKNOWN,Out,41.51210839,-120.4811084,359605043208266, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 07:52:26,Verizon, , NA,In,41.512283,-120.481003, WBBDTest3, Netbook,367,580,447,20,88,306,171,0,6.76,0,1,9.9,0,1, NA, NA,1,9.336,0,1,9.195,0,1,14.243,0,1,7.671,0,5,10.82,0,5,949,702,894,535.1,917,734,977,768
41.512306,-120.4811,Tester 3,1127,Tribal, 10/04/2012, 07:56:34,Verizon, Verizon, EHRPD,In,41.51210839,-120.4811084,99000024385563, Phone,178.037,297.189,216.056,0,90.661,163.856,106.61,0,10.698,0,1,10.134,0,1,13.081,0,1,9.591,0,1,9.104,0,1,14.541,0,1,12.18,0,5,9.293,0,5,1022,893,949,441.5, timeout, timeout,831,654
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:22:07,AT&T, , NA,Out,41.556655,-124.055688, WBBDTest4, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:19:06,AT&T, AT&T, HSPA,Out,41.55660733,-124.0557004,359691045708222, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:23:27,Sprint, , NA,Out,41.55662,-124.05565, WBBDTest4, Netbook,467,623,493,0,455,583,520,0,12.1,0,1,13.766,0,1,9.169,0,1,12.249,0,1,11.73,0,1,11.253,0,1,11.143,0,5,7.105,0.4,5,276.4,109.9,284.7,86,289.6,95.3,275.9,81.4
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:17:42,Sprint, , 1xRTT,Out,41.55662,-124.05565, A100001BAA3FB8, Phone,583.771,785.767,690.185,0,552.277,657.776,586.929,0,9.245,0,1,5.916,0,1,5.529,0,1,6.624,0,1,7.054,0,1,5.629,0,1,7.992,0,5,12.447,0,5,187.4,110.2,187.2,109.5,174.4,91.5,210.4,98.5
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:20:43,T-Mobile, , NA,Out,41.556607,-124.055718, WBBDTest4, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:18:59,T-Mobile, , UNKNOWN,Out,41.55662,-124.05565,359605043236952, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:32:56,Verizon, , NA,In,41.556627,-124.055685, WBBDTest4, Netbook,195,348,237,0,75,281,108,0,9.189,0,1,14.043,0,1,11.952,0,1,11.628,0,1,8.661,0,1,11.865,0,1,12.643,0,5,12.167,0,5,673,488,859,436,854,333.9,845,443.4
41.556691,-124.0557,Tester 4,1128,Tribal, 09/26/2012, 17:17:33,Verizon, Verizon, 1xRTT,In,41.55662,-124.05565,99000024389642, Phone,205.983,294.485,254.561,0,84.058,232.098,122.367,0,8.729,0,1,19.594,0,1,19.99,0,1,22.105,0,1,39.731,0,1,23.319,0,1,13.179,0,5,17.815,0,5,881,286.1,928,735,867,580,917,529.8
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 08:20:31,AT&T, , NA,In,37.817993,-121.217543, WBBDTest2, Netbook,154,200,171,0,75,122,88,0,14.207,0,1,13.325,0,1,8.809,2,1,13.725,3.9,1,14.746,0,1,11.776,3.9,1,10.902,0,5,10.751,5.6,5,1247,789,977,2108,1021,2610,952,2951
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 07:59:42,AT&T, AT&T, UMTS,In,37.818049,-121.217499,359691045706598, Phone,162.308,210.744,172.937,0,71.509,113.536,97.933,0,9.06,0,1,9.212,2,1,4.93,0,1,7.633,0,1,11.329,0,1,11.284,0,1,12.54,0,5,7.449,0,5,1181,3311,1185,3164,1181,3402,1152,2111
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 08:15:09,Sprint, , NA,In,37.817997,-121.21755, WBBDTest2, Netbook,155,278,207,0,104,412,267,0,14.893,0,1,16.848,0,1,21.892,0,1,14.929,0,1,11.42,7.8,1,16.118,0,1,171.551,0,5,16.887,0,5,212.5,441.7,247.8,321.7,203.4,359.7,242.2,210.7
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 08:00:23,Sprint, Sprint, EVDO,In,37.817955,-121.21755, A100001BAA3D70, Phone,132.69,190.277,150.536,0,62.347,87.189,74.862,0,4.548,0,1,6.02,2,1,12.15,2,1,8.063,3.9,1,5.216,0,1,8.527,2,1,1.438,0.8,5,11.371,0,5,70.2,7922,1572,6848,1618,8113,1559,6463
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 08:09:56,T-Mobile, , NA,In,37.818012,-121.217537, WBBDTest2, Netbook,144,1257,357,0,61,1654,306,0,15.504,0,1,4.242,0,1,4.72,0,1,4.853,0,1,7.977,2,1,7.031,0,1,4.154,0,5,4.264,0.4,5,1251,371.1,1369,687,1143,635,1285,1359
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 07:59:52,T-Mobile, T-Mobile, HSPA,In,37.817955,-121.21755,359605043237521, Phone,131.775,1432.22,440.811,0,71.777,1311.31,361.776,0,16.935,0,1,2.236,5.9,1,19.235,0,1,10.393,0,1,6.416,1.9,1,1.725,0,1,12.98,0.8,5,11.432,0,5,616,976,551,469,633,317.1,540,641
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 08:06:04,Verizon, , NA,In,37.817955,-121.21755, WBBDTest2, Netbook,104,147,121,0,41,90,48,0,12.908,0,1,9.45,0,1,9.255,0,1,8.193,0,1,7.613,0,1,15.373,0,1,9.583,0,5,10.825,0,5,5883,9697,6962,8291,6927,8395,6048,8053
37.8179875,-121.2175,Tester 2,1129,Urban, 09/25/2012, 08:00:00,Verizon, Verizon, LTE,In,37.817955,-121.21755,99000024385535, Phone,110.078,200.794,132.63,0,34.285,70.997,46.928,0,22.749,2,1,41.422,0,1,24.863,0,1,19.232,0,1,13.908,0,1,20.456,0,1,8.899,0.8,5,14.101,0.4,5,3539,5416,3315,6413,3979,5821,2040,3689
32.9106305,-117.2305,Tester 8,1130,Urban, 10/16/2012, 11:11:03,AT&T, , NA,In,32.903745,-117.22594, WBBDTest8, Netbook,116,128,122,0,47,56,52,0,8.137,0,1,7.312,0,1,8.941,0,1,9.613,0,1,7.283,0,1,11.322,0,1,6.194,0,5,11.076,0,5,15536,18717,13072,10657,15433,18267,12534,10805
32.9106305,-117.2305,Tester 10,1130,Urban, 09/28/2012, 16:13:11,AT&T, AT&T, HSPA,In,32.903745,-117.22594,359691045707828, Phone,141.096,633.39,421.093,10,86.617,660.552,423.381,0,22.571,3.9,1,15.766,5.9,1,38.139,2,1,61.467,9.8,1,25.741,0,1,32.329,7.8,1,40.188,9.2,5,24.112,9.2,5,1613,5638,1188,3631,1950,6473,1139.5,6223
32.9106305,-117.2305,Tester 8,1130,Urban, 10/16/2012, 11:06:10,Sprint, , NA,In,32.903752,-117.22594, WBBDTest8, Netbook,136,224,166,0,98,297,183,0,13.332,0,1,21.474,5.9,1,11.354,0,1,21.635,0,1,16.045,0,1,14.86,0,1,14.054,0,5,18.575,0,5,772,669,606.7,684,747.6,412.1,710.1,809
32.9106305,-117.2305,Tester 10,1130,Urban, 09/28/2012, 16:22:19,Sprint, Sprint, EVDO,In,32.9103452,-117.2305852, A100001BAA3FA3, Phone,162.079,622.834,259.298,0,141.907,431.182,219.937,0,17.19,0,1,11.725,0,1,12.527,0,1,17.004,2,1,11.704,0,1,11.565,0,1,20.034,0.8,5,16.392,0.4,5,601.9,331.4,538.2,453.7,595,355.3,520,343.1
32.9106305,-117.2305,Tester 8,1130,Urban, 10/16/2012, 10:50:08,T-Mobile, , NA,In,32.903753,-117.225935, WBBDTest8, Netbook,100,1365,344,0,68,1059,256,0,17.317,0,1,4.642,0,1,12.646,0,1,3.541,0,1,4.72,0,1,9.794,0,1,2.876,0,5,8.881,0,5, timeout, timeout, connect_error1, connect_error1,1852,2740,932,3512
32.9106305,-117.2305,Tester 10,1130,Urban, 09/28/2012, 16:25:59,T-Mobile, T-Mobile, HSPA,In,32.91036155,-117.2304924,359605043207540, Phone,108.094,1430.42,487.433,0,54.383,1401.55,445.486,0,15.117,0,1,6.133,0,1,4.791,0,1,2.99,0,1,4.052,0,1,3.763,0,1,1.645,0,5,7.252,0,5,1923,8616,1993,8482,2065,9812,2325,8841
32.9106305,-117.2305,Tester 8,1130,Urban, 10/16/2012, 11:14:15,Verizon, , NA,In,32.903745,-117.225968, WBBDTest8, Netbook,108,119,112,0,49,73,55,0,9.748,0,1,10.077,0,1,6.068,0,1,7.4,0,1,9.391,0,1,12.37,0,1,9.041,0,5,15.647,0,5,14972,19384,10964,10804,13388,16208,11190,9891
32.9106305,-117.2305,Tester 10,1130,Urban, 09/28/2012, 16:17:36,Verizon, Verizon, LTE,In,32.903745,-117.22594,99000024389654, Phone,147.301,174.308,155.784,0,48.314,108.934,62.205,0,2.291,0,1,6.819,0,1,7.279,0,1,14.897,0,1,10.859,0,1,11.826,0,1,23,0,5,19.166,0,5,12288,18672,1827,11141,17298,26068,12995,8461
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 14:09:22,AT&T, , NA,In,35.338673,-119.002775, WBBDTest7, Netbook,111,127,117,0,41,50,43,0,8.434,0,1,8.248,0,1,10.38,0,1,7.094,0,1,8.227,0,1,8.154,0,1,11.68,0,5,6.782,0,5,5608,14378,5567,9786,6456,15175,4521,11182
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 13:38:37,AT&T, AT&T, LTE,In,35.338664,-119.00277,359691045707935, Phone,108.53,228.079,179.612,0,45.994,180.07,123.061,0,8.058,0,1,7.851,9.8,1,7.392,3.9,1,14.047,9.8,1,14.768,3.9,1,12.603,3.9,1,8.672,0.8,5,9.729,0.4,5,13554,14333,8445,11399,11265,10198,7736,9505
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 13:55:12,Sprint, , NA,In,35.338655,-119.002792, WBBDTest7, Netbook,498,1025,684,0,364,663,500,0,11.793,0,1,17.871,0,1,15.145,0,1,15.467,0,1,16.002,0,1,15.759,9.8,1,17.334,0,5,18.168,0,5,828,558,1090,408.7,854,466.6,679,492.7
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 13:38:47,Sprint, Sprint, EVDO,In,35.338655,-119.002792, A100001BAA3CB5, Phone,575.775,1050.049,812.371,0,101.776,408.631,193.75,0,16.833,0,1,20.972,0,1,28.578,0,1,23.082,0,1,17.217,0,1,15.133,0,1,17.39,0,5,30.792,0,5,469.6,53.3,727,149.8,599,174.9,724,308.5
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 14:22:02,T-Mobile, , NA,In,35.338682,-119.002773, WBBDTest7, Netbook,120,2733,525,0,61,1450,306,0,13.734,0,1,3.375,0,1,2.036,0,1,9.774,0,1,9.908,0,1,10.172,0,1,10.367,0,5,11.262,0,5,831,1619,893,1966,1340,2209,1701,1547
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 13:39:17,T-Mobile, T-Mobile, HSPA,In,35.338655,-119.002792,359605043237695, Phone,146.942,1603.241,507.519,0,66.162,1547.577,456.842,0,16.131,0,1,7.206,0,1,1.492,0,1,4.106,0,1,1.605,0,1,6.405,0,1,5.185,0,5,14.083,0,5,642,1454,701,1775,519,1681,451,892
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 13:39:07,Verizon, , NA,In,35.338692,-119.002808, WBBDTest7, Netbook,120,202,149,0,42,85,52,0,8.367,0,1,7.964,0,1,11.433,0,1,9.716,0,1,11.991,0,1,15.17,0,1,10.285,0,5,11.249,0,5,9832,11310,10258,8759,11441,13922,9975,9928
35.33865525,-119.0028,Tester 7,1131,Urban, 09/24/2012, 14:12:13,Verizon, Verizon, EHRPD,In,35.338655,-119.002792,99000024385548, Phone,155.158,178.072,166.506,0,69.459,79.748,74.027,0,6.368,0,1,8.161,2,1,126.728,3.9,1,21.115,0,1,17.923,0,1,10.202,0,1,5.392,0,5,15.75,0,5,8478,4822,7136,6777,8508,9606,6830,6932
33.727527,-118.3122,Tester 9,1132,Urban, 10/04/2012, 13:37:09,AT&T, , NA,In,33.7275,-118.312165, WBBDTest9, Netbook,154,624,296,0,73,609,189,0,12.263,0,1,11.501,2,1,12.269,0,1,13.359,2,1,13.664,2,1,18.639,0,1,14.048,0,5,14.519,0.4,5,987,150.7,794,175.4,527.2,249.7,587,207.6
33.727527,-118.3122,Tester 9,1132,Urban, 10/04/2012, 13:47:42,AT&T, AT&T, LTE,In,33.727487,-118.312162,359691045707034, Phone,125.53,351.351,224.144,0,46.971,514.055,180.052,0,30.352,16,1,173.834,51,1,13.273,2,1,25.615,9.8,1,20.175,3.9,1,20.183,3.9,1,69.871,18,5,17.176,7.6,5,2009,1216,146.4,1143, timeout, timeout, connect_error2, connect_error2
33.727527,-118.3122,Tester 9,1132,Urban, 10/04/2012, 13:56:28,Sprint, , NA,In,33.727488,-118.312165, WBBDTest9, Netbook,160,314,206,0,86,141,115,10,14.617,0,1,17.128,0,1,17.17,0,1,16.065,0,1, NA, NA,1,14.178,0,1,22.498,0.4,5,18.361,0,5,349.8,86.1,321.3,214.5,277.7,189.4,219.6,361.9
33.727527,-118.3122,Tester 9,1132,Urban, 10/04/2012, 13:26:51,Sprint, Sprint, EVDO,In,33.727487,-118.312162, A100001BAA3FB1, Phone,153.137,326.386,204.705,0,81.146,605.53,173.318,0,18.417,0,1,16.916,0,1,11.893,0,1,11.703,0,1,15.729,0,1,14.787,0,1,18.056,0.4,5,16.434,0.4,5,300.5,50.3,291.5,50.7,222.9,31.2,350.4,29.3
33.727527,-118.3122,Tester 9,1132,Urban, 10/04/2012, 17:15:54,T-Mobile, , NA,In,33.727503,-118.312162, WBBDTest9, Netbook,351,2174,749,0,245,1567,641,0,24.56,0,1,13.59,0,1,22.606,0,1,22.098,0,1,17.702,0,1,15.935,0,1,22.828,0,5,31.589,0,5,155.9,24.3,149.8,19.6, timeout, timeout,198.8,0
