NORMALIZED LAT,NORMALIZED LONG,Tester, Location ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round 5 Coverage, Latitude, Longitude, Device ID, Client Type, ePktMin, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
33.995419,-117.8876,8,1257,Urban, 07/16/2012, 13:45:01,T-Mobile, T-Mobile, UMTS,IN,33.995727,-117.885213,359605000000000, Phone,101.2575,401.486,0,56.503,1285.4765,300.599,0,11.325,0,1,6.0265,0,1,9.255,0,1,5.076,0,1,4.0205,0,1,10.835,0,1,11.012,0,5,5.6885,0.2,5,1608.5,9843,1716.4,5452,2330,7219,1323.8,5623
33.995419,-117.8876,3000,1257,Urban, 07/16/2012, 13:47:05,AT&T,AT&T, NA,IN,33.995723,-117.8852, WBBDTest4, Netbook,143,169,0,71,296,123,0,12.39,9.8,1,14.799,0,1,7.817,3.9,1,10.017,0,1,8.782,2,1,9.934,2,1,16.164,0.4,5,9.246,0,5,1000,2790,395.1,3107,30.6,2285,990,1429
33.995419,-117.8876,8,1257,Urban, 07/16/2012, 13:44:42,Sprint, Sprint, EVDO,IN,33.995739,-117.885194, A100001BAA3FB8, Phone,133.743,159.8995,0,119.4,162.338,139.518,0,6.1385,1,1,6.147,1.95,1,9.448,1,1,13.025,1.95,1,4.456,1.95,1,7.048,2,1,6.0265,0.4,5,15.72,0.8,5,1437.5,7814,1479.5,5942,1427,7926,1331,5868.5
33.995419,-117.8876,8,1257,Urban, 07/16/2012, 13:44:36,Verizon, Verizon, LTE,IN,33.995747,-117.885176,99000000000000, Phone,95.129,112.832,0,47.7,61.38,54.2015,0,9.814,0,1,14.8135,0,1,7.814,0,1,8.304,0,1,10.3475,0,1,7.072,0,1,7.879,0,5,7.521,0,5,8962.5,13060,9116.5,8473.5,9641.5,10634,10071,10380
33.995419,-117.8876,3000,1257,Urban, 07/16/2012, 13:44:47,AT&T,AT&T, UMTS,IN,34.03077964,-117.8172042,359691000000000, Phone,144.728,178.348,0,90.645,1145.888,223.195,0,11.615,0,1,10.281,0,1,9.556,0,1,10.71,2,1,13.265,3.9,1,21.283,0,1,9.553,0,5,14.105,0,5,221.8,1624,511,1074,953,2704,648,3169
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:31:50,Sprint, Sprint, EVDO,IN,37.93636501,-121.2328219, A100001BAA3FC9, Phone,335.418,463.921,0,134.033,776.398,492.736,0,16.294,0,1,15.532,0,1,13.909,0,1,21.882,0,1,15.748,0,1,16.077,0,1,16.042,0,5,22.495,0,5,465.6,398.1,558.3,381.3,710,269.6,595,113.9
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:31:40,AT&T, , NA,IN,37.936327,-121.23282, WBBDTest11, Netbook,130,149,0,59,103,76,0,12.099,0,1,13.611,0,1,6.449,2,1,12.055,2,1,17.322,0,1,9.659,0,1,8.95,0.4,5,18.509,0,5,826.3,8936,1276,6017,1280,9045,1260,6683
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:36:35,Sprint, , NA,IN,37.936325,-121.232782, WBBDTest11, Netbook,147,215,0,178,1151,533,0,13.748,2,1,12.587,0,1,12.003,0,1, NA, NA,1,16.894,0,1,19.443,0,1,15.242,1.6,5,33.53,1.2,5,503.6,60.6,185.7,269,334.9,139.6,293.6,153.3
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:47:56,Verizon, , NA,IN,37.936277,-121.232778, WBBDTest11, Netbook,107,116,0,35,59,41,0,15.517,0,1,10.622,0,1,10.227,0,1,28.563,0,1,12.065,0,1,9.38,0,1,10.659,0,5,12.501,0,5,1667,5169,3502,4363,2856,1894,3643,3766
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:44:55,T-Mobile, , NA,IN,37.936378,-121.232767, WBBDTest11, Netbook,107,394,0,39,1004,250,0,16.774,0,1,6.601,0,1,4.082,0,1,6.199,0,1,10.982,0,1,2.604,0,1,4.825,0,5,10.532,0,5,2076,3037,1514,3029,1756,2964,1921,1727
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:37:51,AT&T, AT&T, UMTS,IN,0,0,358347040856646, Phone,184.013,240.086,0,122.23,186.994,148.403,0,7.441,0,1,11.514,0,1,7.942,0,1,14.797,0,1,7.477,0,1,5.297,0,1,9.786,0,5,15.114,0,5,1202,4067,1196,3826,1180,4443,1225,3451
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:32:37,T-Mobile, T-Mobile, HSPA,IN,0,0,359605043237836, Phone,110.81,730.429,0,32.746,1368.744,395.025,0,13.403,0,1,3.735,0,1,3.577,0,1,7.699,0,1,13.934,0,1,10.435,0,1,3.461,0,5,2.09,0,5,1799,4045,1618,4073,1767,4149,1543,3598
37.93632675,-121.2328,1,1258,Urban, 05/22/2012, 12:32:23,Verizon, Verizon, EHRPD,IN,0,0,99000024385562, Phone,168.76,281.462,0,89.826,543.293,141.525,0,10.638,0,1,13.335,0,1,13.952,0,1,14.545,0,1,16.897,0,1,14.934,0,1,13.077,0,5,17.062,0,5,1035,960,955,1081,1077,1442, timeout, timeout
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:31:36,AT&T, , NA,IN,36.380962,-119.296923, WBBDTest9, Netbook,139,153,0,60,535,122,0,5.751,0,1,10.773,0,1,12.022,0,1,10.428,0,1,12.189,2,1,14.563,0,1,14.723,0,5,11.296,0,5, connect_error2, connect_error2,1221,4217, connect_error2, connect_error2,1248,2610
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:40:07,Sprint, , NA,IN,36.38096,-119.29692, WBBDTest9, Netbook,171,212,0,113,479,176,0,14.24,0,1,28.662,0,1,16.356,0,1,21.83,0,1,21.972,0,1,21.117,0,1,12.809,0,5,21.643,0,5,751,961,559.5,959,761.3,920,607.3,1073
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:27:44,Verizon, , NA,IN,36.380947,-119.296918, WBBDTest9, Netbook,133,145,0,47,62,54,0,8.653,0,1,8.65,0,1,9.825,0,1,7.368,0,1,13.642,0,1,9.776,0,1,12.69,0,5,16.513,0,5, connect_error2, connect_error2,8207,8912, connect_error2, connect_error2,7321,8934
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:35:56,T-Mobile, , NA,IN,36.380947,-119.296912, WBBDTest9, Netbook,106,421,0,40,1574,325,0,15.313,0,1,5.527,0,1,6.119,0,1,9.497,0,1,4.436,0,1,4.831,0,1,5.057,0,5,10.34,0,5,1006,1852,1162,2150,1364,3056,1085,2669
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:29:02,T-Mobile, T-Mobile, HSPA,IN,36.39568537,-119.260674,359605043208167, Phone,104.767,490.887,0,38.635,1399.048,395.675,0,19.061,0,1,6.878,0,1,3.005,0,1,6.313,0,1,5.604,0,1,5.675,0,1,4.269,0,5,5.737,0,5, timeout, timeout,501,6643, timeout, timeout,636,5856
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:36:38,AT&T, AT&T, UMTS,IN,35.88145602,-119.2591595,358347040856760, Phone,141.277,176.222,0,101.985,199.35,146.958,60,15.072,45,1,9.027,0,1,6.867,0,1,11.594,0,1,10.961,0,1,12.884,0,1,11.128,0,5,14.15,0,5,1209,2846,1181,4483,1216,4338,1145,4430
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:31:48,Verizon, Verizon, EHRPD,IN,36.399662,-119.213534,99000024385520, Phone,139.468,151.465,0,47.442,58.953,50.574,0,8.233,0,1,7.641,0,1,6.973,0,1,11.092,0,1,13.948,0,1,9.123,0,1,8.474,0,5,13.487,0,5, connect_error2, connect_error2,9990,7263,11795,7609,10700,6064
36.380954,-119.2969,9,1259,Rural, 05/08/2012, 14:28:57,Sprint, Sprint, 1xRTT,IN,35.33868313,-119.0027744, A100001BAA3FB1, Phone,162.354,231.729,0,393.738,1819.549,1284.469,20,33.523,0,1,182.23,27,1,113.283,14,1,68.98,3.9,1,30.38,18,1,92.648,29,1, NA, NA,5,22.121,0,5, timeout, timeout,89.6,209, timeout, timeout, connect_error2, connect_error2
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:37:47,Sprint, Sprint, EVDO,IN,38.63980114,-121.397869, A100001BAA3D70, Phone,149.536,179.687,0,96.253,285.248,159.466,0,12.628,0,1,13.19,0,1,19.142,0,1,17.357,0,1,11.891,0,1,12.801,0,1,14.183,0,5,21.105,0,5,745,789,1012,626,1020,424.8,955,348.2
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:37:06,T-Mobile, T-Mobile, HSPA,IN,38.63978173,-121.3976628,359605043237521, Phone,110.077,472.427,0,138.886,2540.253,770.81,0,15.682,0,1,3.376,0,1,2.228,0,1,3.811,0,1,4.197,0,1,10.583,0,1,4.549,0,5,6.378,0,5,686,5270,890,2662,1413,2917,316.6,177
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:59:06,Sprint, , NA,IN,38.639797,-121.397643, WBBDTest2, Netbook,169,358,0,99,590,279,0,14.716,0,1,14.53,0,1,20.932,0,1,15.195,0,1,14.586,0,1,10.453,0,1,15.845,0,5,15.105,0,5,662.5,352.2,684,167.9,502.4,152.9,1009,187.3
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:40:50,AT&T, , NA,IN,38.639808,-121.397642, WBBDTest2, Netbook,120,143,0,54,121,72,0,9.961,2,1,6.804,0,1,10.678,3.9,1,11.758,0,1,16.119,0,1,10.533,3.9,1,11.342,0,5,13.995,0.4,5,1039,9245,1177,7030,1287,9988,1272,7048
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:54:45,T-Mobile, , NA,IN,38.639795,-121.397638, WBBDTest2, Netbook,106,335,0,44,1139,264,0,16.154,0,1,3.862,0,1,3.538,0,1,23.673,0,1,9.627,0,1,5.754,0,1,6.592,0,5,3.501,0,5,2214,2973,1781,2423,1538,3895,1638,3959
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:44:45,Verizon, , NA,IN,38.639803,-121.397625, WBBDTest2, Netbook,106,118,0,35,43,39,0,13.117,0,1,11.709,0,1,15.543,0,1,16.262,0,1,15.434,0,1,11.432,0,1,10.109,0,5,12.489,0,5,7497,10285,7305,8932,7386,10852,7896,8871
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:36:53,AT&T, AT&T, HSDPA,IN,38.639849,-121.397623,358347040856521, Phone,157.664,197.811,0,119.739,160.842,130.936,0,15.147,0,1,13.435,0,1,7.042,0,1,14.005,0,1,12.571,0,1,10.585,0,1,8.47,0,5,9.152,0,5,860,6441,1221,6073,1058,6064,1089,5218
38.63980075,-121.3976,2,1260,Urban, 05/22/2012, 10:37:31,Verizon, Verizon, LTE,IN,0,0,99000024385535, Phone,105.964,111.013,0,33.646,43.032,38.827,0,7.004,0,1,8.318,0,1,8.07,0,1,11.585,0,1,11.034,0,1,24.138,0,1,7.135,0,5,13.274,0,5,8918,11408,11194,10812,12629,10334,10410,10259
34.155707,-118.2637,9,1261,Urban, 05/14/2012, 08:24:56,T-Mobile, , NA,IN,34.15572,-118.263748, WBBDTest9, Netbook,113,519,0,224,479,281,0,16.467,0,1,4.026,0,1,6.231,0,1,3.289,0,1,6.264,0,1,4.084,0,1,5.172,0,5,6.612,0,5,1671,5883, timeout, timeout,1666,6704, connect_error1, connect_error1
34.155707,-118.2637,9,1261,Urban, 05/14/2012, 08:15:45,Verizon, , NA,IN,34.155722,-118.263743, WBBDTest9, Netbook,100,105,0,47,68,54,0,12.194,0,1,7.36,0,1,10.914,0,1,10.139,0,1,8.501,0,1,8.588,0,1,10.84,0,5,10.181,0,5,3165,4819,6040,5744,8802,7049,9171,6013
34.155707,-118.2637,9,1261,Urban, 05/14/2012, 08:31:09,Sprint, , NA,IN,34.155673,-118.2637, WBBDTest9, Netbook,141,221,0,88,2777,569,20,12.125,7.8,1,44.125,0,1,11.536,0,1,26.009,0,1,10.46,0,1,67.891,0,1,15.4,0,5,12.379,0.8,5,299.3,271.2, timeout, timeout,336.3,145.9, connect_error2, connect_error2
34.155707,-118.2637,9,1261,Urban, 07/16/2012, 10:37:22,Verizon, Verizon, LTE,IN,34.209249,-118.26757,99000000000000, Phone,101.315,128.4045,0,48.9565,109.6035,61.181,0,14.682,3.9,1,19.2655,1,1,15.457,1,1,17.2605,0,1,15.607,0,1,16.6975,1,1,21.406,1.2,5,38.4045,14,5,3414.6,6316.5,143.8,5944,5555.4,4404.65,369.9,5759
34.155707,-118.2637,3000,1261,Urban, 07/16/2012, 10:39:17,AT&T,AT&T, NA,IN,34.15551,-118.264357, WBBDTest4, Netbook,123,126,0,48,51,50,0,2.132,0,1,1.008,0,1,4.831,0,1,1.795,0,1,4.979,0,1,3.369,0,1,2.122,0,5,3.897,0,5,2131,6595,1505,5866,782,6422,788,5415
34.155707,-118.2637,9,1261,Urban, 07/16/2012, 10:37:21,T-Mobile, T-Mobile, HSPA,IN,34.155458,-118.264353,359605000000000, Phone,103.2865,464.5975,0,58.792,1400.0705,390.82,0,12.4595,0,1,7.3865,0,1,4.4325,0,1,8.487,0,1,7.3195,0,1,13.855,0,1,5.1475,0,5,4.6745,0,5,1116.95,8874.5,1126.1,7130,1128,7286,1276.5,6599.5
34.155707,-118.2637,9,1261,Urban, 07/16/2012, 10:37:41,Sprint, Sprint, EVDO,IN,34.155448,-118.264351, A100001BAA3FB8, Phone,129.5325,149.1515,0,118.5765,154.663,132.7355,0,12.283,0,1,5.6615,2.95,1,9.4835,2.95,1,13.311,2,1,7.9135,0,1,9.5075,1,1,11.628,0.8,5,7.0465,1,5,1501,6125,1427,5788.5,1358,5789,1414,6050.5
34.155707,-118.2637,3000,1261,Urban, 07/16/2012, 10:37:19,AT&T,AT&T, UMTS,IN,34.15545,-118.264346,359691000000000, Phone,126.538,131.973,0,65.435,141.431,96.966,10,8.079,0,1,9.91,0,1,9.908,0,1,18.592,0,1,9.206,0,1,3.942,0,1,11.405,0,5,13.613,0.4,5,1902.5,5947,1324,5655,1514.2,7114,731,3170
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:29:48,T-Mobile, T-Mobile, GPRS,IN,38.497067,-121.444926,359605043208266, Phone,105.164,486.572,0,32.715,1599.426,406.637,0,12.229,0,1,3.672,0,1,6.827,0,1,5.974,0,1,4.804,0,1,5.508,0,1,11.486,0,5,9.274,0,5,1014,4160,601,5767,835,6474,1657,5535
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:32:46,Sprint, Sprint, EVDO,IN,38.49707,-121.44492, A100001BAA3D36, Phone,140.38,168.426,0,145.294,341.827,190.597,0,29.108,0,1,22.626,2,1,30.084,0,1,26.157,0,1,26.226,0,1,28.027,0,1,21.939,0,5,26.955,0,5,815,919,953,1054,842,1042,830,969
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:28:56,Sprint, , NA,IN,38.497065,-121.444902, WBBDTest3, Netbook,147,172,0,72,176,120,0,18.353,0,1,16.155,0,1,20.348,0,1,13.033,2,1,16.952,0,1,14.33,0,1,17.455,0,5,17.922,0,5,967.2,2056,994,1395,1033.4,1911,998,1966
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:29:08,Verizon, Verizon, EHRPD,IN,38.497105,-121.444891,99000024385563, Phone,110.751,113.847,0,35.7,44.956,40.217,0,12.832,0,1,10.233,0,1,16.396,0,1,13.869,0,1,14.167,0,1,17.253,0,1,7.974,0,5,10.854,0.4,5,14553,6929,12030,6182,13364,9620,11752,8902
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:40:16,AT&T, , NA,IN,38.497058,-121.444888, WBBDTest3, Netbook,127,153,0,61,101,72,0,11.398,2,1,6.926,3.9,1,11.444,0,1,7.745,0,1,13.236,0,1,15.822,0,1,12.912,0,5,11.165,0,5,535.6,3035,1130,4905,835,5080,1046.8,3189
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:36:59,T-Mobile, , NA,IN,38.497058,-121.444888, WBBDTest3, Netbook,104,455,0,40,1559,231,0,16.45,0,1,6.024,0,1,12.252,0,1,5.776,0,1,6.953,0,1,7.747,0,1,8.553,0,5,13.803,0,5,2913,3594,3508,2743,1855,3978,2084,2995
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:32:58,Verizon, , NA,IN,38.497058,-121.444888, WBBDTest3, Netbook,129,140,0,60,138,80,0,9.332,0,1,8.055,0,1,9.841,0,1,9.691,0,1,8.215,0,1,17.116,0,1,6.582,0,5,14.954,0,5,762,587,941,706,972.3,759,986,739
38.49705975,-121.4449,3,1262,Urban, 05/22/2012, 11:29:35,AT&T, AT&T, HSDPA,IN,38.497143,-121.444857,358347040853411, Phone,170.977,199.592,0,107.381,168.29,133.32,0,8.02,0,1,6.63,0,1,6.28,0,1,12.761,0,1,8.479,0,1,8.402,0,1,6.652,0,5,14.249,0.4,5,1173,4792,973,4892,1013,5935,931,5222
33.62486475,-117.8253,9,1263,Urban, 05/29/2012, 13:31:45,T-Mobile, , NA,IN,33.624852,-117.825287, WBBDTest9, Netbook,123,390,0,48,1234,279,0,13.486,0,1,4.113,0,1,5.757,0,1,5.95,0,1,3.869,0,1,11.326,0,1,4.269,0,5,3.842,0,5,3014,1636,2329,2032,1850,2073,2477,2112
33.62486475,-117.8253,9,1263,Urban, 05/29/2012, 13:25:56,Sprint, , NA,IN,33.624897,-117.82526, WBBDTest9, Netbook,151,198,0,87,150,109,0,16.337,0,1,16.203,0,1,13.246,0,1,17.255,0,1,14.744,0,1,20.791,0,1,18.732,0,5,20.537,0,5,208.7,245.9,231.2,173.3,230.9,211.6,239.8,335.1
33.62486475,-117.8253,9,1263,Urban, 05/29/2012, 13:21:57,Verizon, , NA,IN,33.624872,-117.825252, WBBDTest9, Netbook,105,112,0,49,86,59,0,12.769,0,1,12.202,0,1,14.97,0,1,10.167,0,1,12.335,0,1,16.797,0,1,9.467,0,5,13.848,0,5,11074,12004,10669,10209,10246,13141,9277,10700
33.62486475,-117.8253,3000,1263,Urban, 07/19/2012, 16:03:28,AT&T,AT&T, NA,IN,33.624805,-117.82525, WBBDTest4, Netbook,119,126,10,43,73,51,0,10.666,0,1,5.68,0,1,10.084,2,1,19.789,0,1,8.576,0,1,12.67,0,1,10.809,0,5,10.934,0,5,4052,1620,4152,1697,2178,846,2096,1400
33.62486475,-117.8253,3000,1263,Urban, 07/19/2012, 16:03:58,AT&T,AT&T, LTE,IN,33.624823,-117.82525,359691000000000, Phone,132.367,149.162,0,53.228,64.093,57.778,0,9.361,0,1,10.767,0,1,10.966,0,1,12.027,0,1,8.332,0,1,6.37,35,1,6.221,0,5, NA, NA,5,705,1411,424.4,1566,415.1,2803,1008,2361
33.62486475,-117.8253,9,1263,Urban, 07/19/2012, 16:01:48,Verizon, Verizon, LTE,IN,33.624806,-117.825201,99000000000000, Phone,101.106,122.867,5,47.61,62.711,53.7545,0,14.432,0,1,17.854,1.95,1,9.128,0,1,18.7485,1,1,9.7125,0,1,11.22,0,1,13.5345,0.2,5,7.6915,0,5,8964.5,7938.5,6584.5,8878.5,8465.5,9149.5,8491,8942.5
33.62486475,-117.8253,9,1263,Urban, 07/19/2012, 16:02:00,T-Mobile, T-Mobile, HSPA,IN,33.68433,-117.745037,359605000000000, Phone,109.711,1777.732,0,59.219,1353.241,343.792,0,14.716,0,1,12.2445,0,1,10.4295,0,1,11.183,0,1,13.9385,0,1,8.429,0,1,6.857,0,5,4.862,0,5,1705,2730.5,1610.5,2725.5,527.95,3192.5,1070.2,2683
33.62486475,-117.8253,9,1263,Urban, 07/19/2012, 16:02:29,Sprint, Sprint, EVDO,IN,33.54344845,-117.6464349, A100001BAA3FB8, Phone,153.0455,221.896,0,109.802,301.7275,181.2665,0,15.8775,0,1,16.8985,1,1,17.2825,0,1,95.902,0,1,14.3805,0,1,12.704,0,1,16.6735,0.2,5,19.969,0.2,5,874.5,393.9,866,670.05,788.25,429.4,739.65,468.55
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 08:52:57,Verizon, , NA,IN,36.572438,-121.907305, WBBDTest4, Netbook,113,123,0,43,53,47,0,7.012,0,1,7.507,2,1,7.31,0,1,14.777,0,1,7.46,0,1,8.687,0,1,6.905,0,5,8.96,0,5,9285,24133,7132,11246,10638,25621,9038,11647
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 08:44:01,Verizon, Verizon, LTE,IN,36.572611,-121.907304,99000024389642, Phone,122.091,176.378,0,41.203,61.165,49.408,0,7.817,0,1,5.021,0,1,8.179,0,1,18.914,0,1,8.617,0,1,12.644,0,1,11.371,0,5,12.143,0,5,6612,23297,5972,14384,6100,18309,6050,15634
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 09:08:29,Sprint, , NA,IN,36.572432,-121.9073, WBBDTest4, Netbook, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 08:57:37,T-Mobile, , NA,IN,36.572437,-121.907253, WBBDTest4, Netbook,251,425,0,195,2654,555,0,29.499,0,1,13.958,0,1,27.05,0,1,20.855,0,1,14.721,0,1,32.937,0,1,12.508,0,5,28.266,0.8,5,154.2,0,154,45.1,156.9,0, timeout, timeout
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 08:51:10,AT&T, , NA,IN,36.572497,-121.907252, WBBDTest4, Netbook, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 08:44:00,T-Mobile, T-Mobile, EDGE,IN,36.57247533,-121.9072206,359605043236952, Phone,241.059,310.592,0,162.933,504.211,223.995,0,3.835,2,1,22.957,0,1,22.214,0,1,27.852,0,1,20.18,0,1,25.223,0,1,21.955,0,5,4.943,0,5,165.5,0,198.1,126.8,209.6,0,176.3,0
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 08:44:14,Sprint, Sprint, 1xRTT,IN,36.57238126,-121.9071668, A100001BAA3FB8, Phone,795.41,1676.071,20, NA, NA, NA,100, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
36.572451,-121.9073,4,1264,Rural, 05/23/2012, 08:44:03,AT&T, AT&T, HSDPA,IN,36.57267606,-121.9070594,358347040926100, Phone,158.736,185.234,0,99.623,154.292,132.851,0,7.108,0,1,5.236,2,1,5.907,0,1,8.859,0,1,7.207,0,1,5.021,0,1,6.499,0,5,14.682,0.8,5,464,1378,563,956,607,1793,593,1411
33.84889,-117.7278,9,1265,Urban, 05/30/2012, 09:41:01,Verizon, , NA,IN,33.849102,-117.728305, WBBDTest9, Netbook,106,127,0,68,131,92,0,26.627,0,1,34.689,0,1,9.297,0,1,13.657,5.9,1,48.6,0,1,17.15,2,1,14.493,0,5,15.876,0,5,308.5,2011,206.8,2065,174.3,434,468.7,1962
33.84889,-117.7278,9,1265,Urban, 05/30/2012, 09:58:11,Sprint, , NA,IN,33.848788,-117.727632, WBBDTest9, Netbook,194,291,0,206,756,376,0,12.199,0,1,12.097,0,1,10.406,0,1,15.699,0,1,16.233,0,1,28.461,0,1,17.679,0,5,43.256,0,5,217.2,240.7,224,265,242.4,125.8,255.9,163.5
33.84889,-117.7278,9,1265,Urban, 05/30/2012, 09:54:44,T-Mobile, , NA,IN,33.848788,-117.727632, WBBDTest9, Netbook,129,392,0,73,1613,325,0,18.034,0,1,4.946,0,1,5.032,0,1,4.863,0,1,5.168,0,1,11.801,0,1,8.126,0,5,10.09,0,5,1404,4894,1445,3946,1367,4525,1424,4170
33.84889,-117.7278,9,1265,Urban, 07/18/2012, 11:11:31,T-Mobile, T-Mobile, HSPA,IN,33.8384174,-117.939682,359605000000000, Phone,105.133,383.2485,0,57.922,1322.4185,344.703,0,12.7635,0,1,4.0705,0,1,3.813,0,1,4.4835,0,1,6.896,0,1,9.625,0,1,1.607,0,5,5.5875,0,5,1297.5,9287,1508.5,6962,1570,8997,1723.5,7369.5
33.84889,-117.7278,9,1265,Urban, 07/18/2012, 11:11:52,Sprint, Sprint, EVDO,IN,33.84987473,-117.7289504, A100001BAA3FB8, Phone,147.6435,241.085,0,110.5045,431.366,237.7755,0,15.395,0,1,51.91,0,1,37.2535,0,1,18.7045,0,1,27.6505,0,1,17.867,0,1,28.142,0.2,5,24.1605,0.4,5,280.15,129.45,275.05,155.75,217.2,351.7,313.85,352.65
33.84889,-117.7278,3000,1265,Urban, 07/18/2012, 11:14:52,AT&T,AT&T, NA,IN,33.849848,-117.728927, WBBDTest4, Netbook,119,131,0,45,55,51,0,7.526,0,1,10.597,0,1,7.753,0,1,14.802,0,1,11.036,0,1,10.04,0,1,11.823,0,5,12.19,0,5,6467,6860,7098,8206,6656,11645,6895,8341
33.84889,-117.7278,3000,1265,Urban, 07/18/2012, 11:11:30,AT&T,AT&T, LTE,IN,33.849891,-117.728926,359691000000000, Phone, NA, NA, NA, NA, NA, NA, NA, NA, NA,1,16.156,0,1,167.268,16,1,13.994,0,1,22.579,5.9,1,10.158,22,1,55.75,12,5,22.354,12,5, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1, connect_error1
33.84889,-117.7278,9,1265,Urban, 07/18/2012, 11:11:46,Verizon, Verizon, LTE,IN,33.849837,-117.728911,99000000000000, Phone,143.446,196.21,0,91.8065,154.7525,116.5755,0,13.9215,0,1,17.5995,0,1,17.1495,0,1,19.063,0,1,17.6855,0,1,32.3165,0,1,16.9945,0,5,12.6255,0,5,421.4,128.2,222.3,107.6,549,91.5,296.75,121.6
34.40039333,-118.5368,7,1266,Urban, 05/07/2012, 09:40:55,Sprint, Sprint, EVDO,IN,34.40051615,-118.5368693, A100001BAA3CB5, Phone,441.345,598.718,0,240.57,584.93,437.24,0,14.584,0,1,17.273,0,1,17.165,0,1,19.208,0,1,17.084,0,1,17.563,0,1,22.467,0,5,24.257,0,5,941,557.1,725,581,817,316.4,711,158.6
34.40039333,-118.5368,7,1266,Urban, 05/07/2012, 09:30:28,AT&T, AT&T, HSDPA,IN,0,0,358347040856513, Phone,162.165,183.032,0,73.022,127.004,96.66,0,9.288,0,1,8.173,0,1,8.908,0,1,13.506,0,1,10.075,0,1,6.916,0,1,10.254,0.4,5,14.378,0,5,1181,4462,1227,4464,1224,4204,1172,3181
